objectid,format,filename,DISCIPLINE,CO_LOC_RES,NTEEC,NAICS,title,LEGALNAME,ALTNAME,AKADBA,WEBURL,INCOMECD15,INCOME15,REVENUE15,date,INSTNAME,longitude,latitude,GSTREET,GCITY,GSTATE,GZIP,GZIP5,
8409400474,image/jpeg,pma.jpg,Uncategorized or General Museums,,A50,712110,NATIONAL LIBERTY MUSEUM,NATIONAL LIBERTY MUSEUM,,,,7,6576740,4358546,1995,,-75.14681,39.94906,321 CHESTNUT ST,PHILADELPHIA,PA,19106-2707,19106,
8409400583,image/jpeg,pma.jpg,Uncategorized or General Museums,,A11,813219,RYERSS LIBRARY AND MUSEUM,FRIENDS OF RYERSS LIBRARY AND MUSEUM,,,,0,0,0,2015,,-75.09012,40.06565,7370 CENTRAL AVE,PHILADELPHIA,PA,19111-3059,19111,
8409501415,image/jpeg,pma.jpg,Uncategorized or General Museums,MULTIPLE GALLERIES,B43,611310,DREXEL COLLECTION,DREXEL UNIVERSITY,A J DREXEL PICTURE GALLERY; PECK GALLERY; RINCLIFF GALLERY,,DREXEL.EDU/DREXELCOLLECTION/,9,1014902481,938599729,1927,DREXEL UNIVERSITY,-75.18805,39.95789,3201 ARCH ST STE 400,PHILADELPHIA,PA,19104-2755,19104,
8409501715,image/jpeg,pma.jpg,Uncategorized or General Museums,,B43,611310,PALEY DESIGN CENTER,PHILADELPHIA UNIVERSITY,,,THEDESIGNCENTER.TUMBLR.COM/#_=_,9,133178304,131527303,1952,PHILADELPHIA UNIVERSITY,-75.19411,40.02232,4201 HENRY AVE,PHILADELPHIA,PA,19144-5409,19144,
8404200010,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,,WOODFORD MANSION,WOODFORD MANSION,,,WWW.WOODFORDMANSION.ORG,,,,,,-75.16671,39.99498,2300 N 33RD ST,PHILADELPHIA,PA,19132,19132,
8404200040,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,,THOMAS EAKINS HOUSE,THOMAS EAKINS HOUSE,,,WWW.MURALARTS.ORG/,,,,,,-75.16636,39.96536,1729 MOUNT VERNON ST,PHILADELPHIA,PA,19130,19130,
8404200077,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A99,710000,PHILADELPHIA SHIP PRESERVATION GUILD,PHILADELPHIA SHIP PRESERVATION GUILD,,,PHILASHIPGUILD.ORG/,4,166553,166553,1973,,-75.14229,39.94286,301 S COLUMBUS BLVD,PHILADELPHIA,PA,19106-4328,19106,
8404200088,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,P28,624190,PAUL ROBESON HOUSE,PAUL ROBESON HOUSE,,,,0,0,0,2013,,-74.66124,40.3529,110 WITHERSPOON ST,PRINCETON,NJ,08542-3224,8542,
8404200143,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,,LAUREL HILL CEMETERY,LAUREL HILL CEMETERY,,,,,,,,,-75.18879,40.00679,3822 RIDGE AVE,PHILADELPHIA,PA,19132-1881,19132,
8404200159,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,,HISTORIC RITTENHOUSE TOWN,HISTORIC RITTENHOUSE TOWN,,,RITTENHOUSETOWN.ORG/,,,,,,-75.19197,40.02759,206 LINCOLN DRIVE,PHILADELPHIA,PA,19144,19144,
8404200163,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,712120,LEMON HILL MANSION,FRIENDS OF LEMON HILL,,,WWW.LEMONHILL.ORG/,0,0,0,1999,,-75.17146,39.96687,SEDGLEY DRIVE & LEMON HILL DR,PHILADELPHIA,PA,19130,19130,
8404200165,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A50,712110,HISTORIC STRAWBERRY MANSION,COMMITTEE OF 1926,,,WWW.HISTORICSTRAWBERRYMANSION.ORG,5,534523,190741,1953,,-75.18631,39.99315,2450 STRAWBERRY MANSION DR,PHILADELPHIA,PA,19132,19132,
8404200176,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,,HISTORICAL SOCIETY OF PENNSLYVANIA,HISTORICAL SOCIETY OF PENNSLYVANIA,,,,,,,,,-75.16272,39.94772,1300 LOCUST STREET,PHILADELPHIA,PA,1910,1910,
8404200178,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A23,710000,JAPANESE HOUSE AND GARDEN,FRIENDS OF THE JAPANESE HOUSE AND GARDEN,,SHOFUSO JAPANESE HOUSE AND GARDEN,WWW.JAPANESEHOUSE.ORG,4,239591,231476,1983,,-75.21948,39.98278,4700 STATES DRIVE,PHILADELPHIA,PA,19131,19131,
8404200187,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,,FOUNDER'S HALL-STEPHEN GIRARD COLLECTION,FOUNDER'S HALL-STEPHEN GIRARD COLLECTION,,,WWW.GIRARDCOLLEGE.EDU/PAGE.CFM?P=1,,,,,,-75.17119,39.97523,2101 SOUTH COLLEGE AVENUE,PHILADELPHIA,PA,19121,19121,
8404200212,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,712190,HISTORIC BARTRAM'S GARDEN,JOHN BARTRAM ASSOCIATION,,,BARTRAMSGARDEN.ORG/,6,1749922,1396052,1975,,-75.22507,39.94557,54TH LINDBERGH BLVD,PHILADELPHIA,PA,19143-0000,19143,
8404200221,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,,ELFRETH'S ALLEY ASSOCIATION,ELFRETH'S ALLEY ASSOCIATION,,,,,,,,,-75.14228,39.95263,126 ELFRETHS ALLEY,PHILADELPHIA,PA,19106,19106,
8404200247,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,,CARPENTER'S HALL,CARPENTER'S HALL,,,,,,,,,-75.14635,39.94858,320 CHESTNUT STREET,PHILADELPHIA,PA,19106,19106,
8404200267,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,,AMERICAN SWEDISH HISTORICAL MUSEUM,AMERICAN SWEDISH HISTORICAL MUSEUM,,,,,,,,,-75.18187,39.90633,1900 PATTISON AVENUE,PHILADELPHIA,PA,19145,19145,
8404200310,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,712120,RED MONASTERY PROJECT,RED MONASTERY PROJECT INC,,,,2,11456,11456,2007,,-75.14327,39.94937,10 SOUTH LETITIA ST APT,PHILADELPHIA,PA,19106-3025,19106,
8404200316,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,MILFORD HISTORICAL SOCIETY TRUST UA 9519001900,MILFORD HISTORICAL SOCIETY TRUST UA 9519001900,,,,3,65399,46955,1988,,-73.05651,41.21825,34 HIGH ST,MILFORD,CT,06460-4732,6460,
8404200397,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,OLDE FORT MIFFLIN HISTORICAL SOCIETY,OLDE FORT MIFFLIN HISTORICAL SOCIETY INC,,,,0,0,0,1988,,-75.21002,39.95098,4335 OSAGE AVE,PHILADELPHIA,PA,19104-3905,19104,
8404200413,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,712120,DESHLER MORRIS HOUSE,DESHLER MORRIS HOUSE COMMITTEE INC,,,,0,0,0,2012,,-75.17284,40.03407,5442 GERMANTOWN AVE,PHILADELPHIA,PA,19144-2224,19144,
8404200419,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,712120,FORT MIFFLIN ON THE DELAWARE,FORT MIFFLIN ON THE DELAWARE,,,WWW.FORTMIFFLIN.US/,4,241573,215722,1986,,-75.21034,39.89344,82 FORT MIFFLIN ROAD,PHILADELPHIA,PA,19153-3901,19153,
8404200424,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,,AMERICAN WOMENS HERITAGE SOCIETY,AMERICAN WOMENS HERITAGE SOCIETY,,,WWW.BELMONTMANSION.ORG,4,123240,123240,1988,,-75.21289,39.99183,2000 BELMONT MANSION DR,PHILADELPHIA,PA,19131-3713,19131,
8404200437,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,HISTORICAL SOCIETY OF PENNSYLVANIA,HISTORICAL SOCIETY OF PENNSYLVANIA,HISTORICAL SOCIETY OF PENNSYLVANIA,,HSP.ORG/,8,10143431,4300581,1928,,-75.16272,39.94772,1300 LOCUST ST,PHILADELPHIA,PA,19107-5661,19107,
8404200449,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A70,813920,AMERICAN PHILOSOPHICAL SOCIETY,AMERICAN PHILOSOPHICAL SOCIETY,,,WWW.APSMUSEUM.ORG,8,34172009,17265388,1934,,-75.14928,39.94898,104 S 5TH ST,PHILADELPHIA,PA,19106-3309,19106,
8404200452,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,710000,GERMAN SOCIETY OF PENNSYLVANIA,GERMAN SOCIETY OF PENNSYLVANIA,,,WWW.GERMANSOCIETY.ORG,5,737594,737594,1946,,-75.14833,39.96151,611 SPRING GARDEN ST,PHILADELPHIA,PA,19123-3505,19123,
8404200497,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A54,813110,GERMANTOWN MNNNITE HISTORIC TRUST,GERMANTOWN MENNONITE HISTORIC TRUST,,,WWW.MEETINGHOUSE.INFO/,0,,,1984,,-75.17927,40.04163,6133 GERMANTOWN AVE,PHILADELPHIA,PA,19144-2046,19144,
8404200512,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,EBENEZER MAXWELL MANSION,EBENEZER MAXWELL MANSION INC,,,EBENEZERMAXWELLMANSION.ORG/,0,0,0,1978,,-75.18473,40.03689,200 W TULPEHOCKEN ST,PHILADELPHIA,PA,19144-3210,19144,
8404200659,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A50,,AMERICAN FLAG HOUSE AND BETSY ROSS MEMORIAL,AMERICAN FLAG HOUSE AND BETSY ROSS MEMORIAL,AMERICAN FLAG HOUSE AND BETSY ROSS MEMORIAL,,HISTORICPHILADELPHIA.ORG/BETSY-ROSS-HOUSE/WHAT-TO-SEE/,,,,,,-75.14461,39.95228,239 ARCH ST,PHILADELPHIA,PA,19106-1915,19106,
8404200692,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,BRIDESBURG HISTORICAL SOCIETY,BRIDESBURG HISTORICAL SOCIETY,,,,,,,,,-75.06376,40.00311,2801 BRILL STREET,PHILADELPHIA,PA,19137,19137,
8404200699,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,813920,HISTORICAL SOCIETY OF THE UNITED STATES COURT OF APPEALS FOR THE THIRD CIRCUIT,HISTORICAL SOCIETY OF THE UNITED STATES COURT OF APPEALS 3R,,HISTORICAL SOCIETY OF THE UNITED STATES COURT OF APPEALS 3RD,,0,0,0,1991,,-75.15037,39.95082,601 MARKET STREET,PHILADELPHIA,PA,19106-1729,19106,
8404200707,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,HISTORIC ST PETERS CHURCH PRESERVATION CORP,HISTORIC ST PETERS CHURCH PRESERVATION CORP,,,WWW.STPETERSPHILA.ORG,6,1401073,1315124,1992,,-75.14769,39.94357,313 PINE ST,PHILADELPHIA,PA,19106-4212,19106,
8404200718,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,B99,813110,ISLAMIC CULTURAL PRESERVATION & INFORMATION COUNCIL,ISLAMIC CULTURAL PRESERVATION & INFORMATION COUNCIL,,,,4,110915,110915,1993,,-75.20876,39.96744,4243 LANCASTER AVE,PHILADELPHIA,PA,19104-1470,19104,
8404200769,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,712120,AFRICAN AMERICAN GENEALOGY GROUP,AFRICAN AMERICAN GENEALOGY GROUP,,,AAGG.BLACKHOUSECOLLECTIVE.COM/BLOG/,0,0,0,2001,,-75.20317,40.07268,PO BOX 27356,PHILADELPHIA,PA,19118-0356,19118,
8404200785,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,712110,JOHNSON HOUSE HISTORIC SITE,JOHNSON HOUSE HISTORIC SITE INC,,,WWW.JOHNSONHOUSE.ORG,4,104478,104478,1997,,-75.18142,40.04391,6306 GERMANTOWN AVE,PHILADELPHIA,PA,19144-1908,19144,
8404200818,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,MARIAN ANDERSON HISTORICAL SOCIETY,MARIAN ANDERSON HISTORICAL SOCIETY,,,MARIANANDERSONHISTORICALSOCIETY.WEEBLY.COM/,,,,,,-75.17753,39.94032,762 S MARIAN ANDERSON WAY,PHILADELPHIA,PA,19146,19146,
8404200840,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,712120,LIGHTS OF LIBERTY,LIGHTS OF LIBERTY INC,,,,0,0,0,1999,,-75.14765,39.94998,150 SOUTH INDEPENDENCE M,PHILADELPHIA,PA,19106-3413,19106,
8404200867,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,,HISTORICAL SOCIETY OF TACONY,HISTORICAL SOCIETY OF TACONY,,,WWW.HISTORICTACONY.ORG/,3,95222,95222,2001,,-75.04164,40.02438,4819 LONGSHORE AVE,PHILADELPHIA,PA,19135-2333,19135,
8404200891,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A50,,ROXBOROUGH MANAYUNK WISSAHICKON HISTORICAL SOCIETY,ROXBOROUGH MANAYUNK WISSAHICKON HISTORICAL SOCIETY,,,,0,0,0,2009,,-75.21752,40.03651,6245 RIDGE AVE,PHILADELPHIA,PA,19128-2630,19128,
8404200931,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,GERMANTOWN HISTORICAL SOCIETY,GERMANTOWN HISTORICAL SOCIETY,,,WWW.GERMANTOWNHISTORY.ORG,3,38144,38144,1948,,-75.17196,40.03417,5501-5505 GERMANTOWN AVE,PHILADELPHIA,PA,19144-0000,19144,
8404200932,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,710000,SWEDISH COLONIAL SOCIETY,SWEDISH COLONIAL SOCIETY,,,COLONIALSWEDES.NET/CONTACT-US/,3,42417,23960,1959,,-75.14338,39.93483,916 S SWANSON ST,PHILADELPHIA,PA,19147-4332,19147,
8404200933,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,PHILADELPHIA SOCIETY FOR THE PRESERVATION OF LANDMARKS,,WWW.BELLMUSEUM.UMN.EDU/,6,1410391,1355777,1932,,-75.14847,39.94442,321 S 4TH ST,PHILADELPHIA,PA,19106-4218,19106,
8404200934,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,AMERICAN CATHOLIC HISTORICAL SOCIETY,AMERICAN CATHOLIC HISTORICAL SOCIETY OF PHILADELPHIA,,AMERICAN CATHOLIC HISTORICAL SOCIETY OF PHILADELPHIA,WWW.AMCHS.ORG,4,126963,91105,1960,,-75.14827,39.9453,263 S 4TH ST,PHILADELPHIA,PA,19106-3819,19106,
8404200942,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,,HISTORICAL SOCIETY OF FRANKFORD,HISTORICAL SOCIETY OF FRANKFORD,HISTORICAL SOCIETY OF FRANKFORD,,THEHISTORICALSOCIETYOFFRANKFORD.ORG,2,10097,,1958,,-75.0867,40.01565,1507 ORTHODOX ST,PHILADELPHIA,PA,19124-3605,19124,
8404200969,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,CHESTNUT HILL HISTORICAL SOCIETY,CHESTNUT HILL HISTORICAL SOCIETY,,,WWW.CHHIST.ORG/,5,532754,425036,1968,,-75.21046,40.07765,8708 GERMANTOWN AVE,PHILA,PA,19118-2717,19118,
8404201046,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,712190,JOHN BARTRAM ASSOCIATION,JOHN BARTRAM ASSOCIATION,,,BARTRAMSGARDEN.ORG/,6,1749922,1396052,1975,,-75.22507,39.94557,54TH LINDBERGH BLVD,PHILADELPHIA,PA,19143-0000,19143,
8404201384,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,712120,PHILADELPHIA FOUNTAIN SOCIETY,PHILADELPHIA FOUNTAIN SOCIETY,,,,5,861873,4169,2002,,-75.15301,39.94587,255 S 7TH ST,PHILADELPHIA,PA,19106-4135,19106,
8404201477,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,813311,OVERSEAS CHINA ANTIQUE PROTECTION ASSOCIATION,OVERSEAS CHINA ANTIQUE PROTECTION ASSOCIATION,,,,0,0,0,2011,,-75.17382,39.95161,110 S 20TH STREET 1ST FL,PHILADELPHIA,PA,19103-4486,19103,
8404201501,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,FIRST TROOP PHILADELPHIA CITY CAVALRY,FIRST TROOP PHILADELPHIA CITY CAVALRY MILITARY HERITAGE AND,,FIRST TROOP PHILADELPHIA CITY CAVALRY MILITARY HERITAGE AND,,4,225938,220118,2011,,-75.17855,39.95325,22 S 23RD ST,PHILADELPHIA,PA,19103-3004,19103,
8404201506,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,712120,JOHN COLTRANE HOUSE,JOHN COLTRANE HOUSE,,,WWW.JOHNCOLTRANEHOUSE.ORG/,0,0,0,2011,,-75.16697,39.94211,1431 FITZWATER ST,PHILADELPHIA,PA,19146-2227,19146,
8404201528,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,,WOODLANDS TRUST FOR HISTORIC PRESERVATION,WOODLANDS TRUST FOR HISTORIC PRESERVATION,,,,5,500144,500144,1998,,-75.20397,39.94892,4000 WOODLAND AVE,PHILADELPHIA,PA,19104-4560,19104,
8404201529,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,,EASTERN STATE PENITENTIARY HISTORIC SITE,EASTERN STATE PENITENTIARY HISTORIC SITE INC,EASTERN STATE PENITENTIARY HISTORIC SITE,,WWW.EASTERNSTATE.ORG,7,7023206,4782773,1999,,-75.17085,39.96735,2027 FAIRMOUNT AVE,PHILADELPHIA,PA,19130-2610,19130,
8404201543,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A84,,EAST FALLS HISTORICAL SOCIETY,EAST FALLS HISTORICAL SOCIETY,,,EASTFALLSHISTORICALSOCIETY.COM,0,0,0,2006,,-75.18782,40.01506,3304 W QUEEN LN,PHILADELPHIA,PA,19129-1410,19129,
8404201551,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,,USS OLYMPIA,FRIENDS OF THE CRUISER OLYMPIA INC,,,,,,,,,-75.16508,39.95351,TWO PENN CENTER PLAZA STE 200,PHILADELPHIA,PA,19102-1754,19102,
8404201555,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,712120,KELPUIS SOCIETY,KELPUIS SOCIETY,,,KELPIUS.ORG/,0,0,0,2006,,-75.17835,39.94712,PO BOX 15775,PHILADELPHIA,PA,19103-0775,19103,
8404201556,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,813410,WASHINGTON WEST SQUARE HISTORIC DISTRICT,WASHINGTON WEST SQUARE HISTORIC DISTRICT,,,,0,0,0,2007,,-75.16197,39.9454,345 S CAMAC ST,PHILADELPHIA,PA,19107-5941,19107,
8404201594,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A54,813410,INDIAN RIVER COMMUNITY ASSOCIATION,INDIAN RIVER COMMUNITY ASSOCIATION INC,,,,0,,,2013,,-75.14555,39.95326,303 CHERRY ST,PHILADELPHIA,PA,19106-1803,19106,
8404201599,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,,QUESTERS,QUESTERS INC,,,WWW.QUESTERS1944.ORG,4,339793,336704,1967,,-75.15994,39.9483,210 S QUINCE ST,PHILADELPHIA,PA,19107-5534,19107,
8404201606,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,,HISTORIAL SOCIETY OF DEL TW HFB,HISTORIAL SOCIETY OF DEL TW HFB,,,,4,278589,68922,1973,,-75.17835,39.94712,1600 MARKET ST TAX DEAPA,PHILADELPHIA,PA,19103-7240,19103,
8404201667,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A99,712110,PARK HOUSE GUIDES AT THE PHILADELPHIA MUSEUM OF ART,PARK HOUSE GUIDES AT THE PHILADELPHIA MUSEUM OF ART,,,WWW.PHILAMUSEUM.ORG/,0,0,0,2012,,-75.20656,40.0777,201 W EVERGREEN AVE APT,PHILADELPHIA,PA,19118-3830,19118,
8404201685,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A80,712120,FAIRMOUNT WATER WORKS,FUND FOR THE WATER WORKS,,FAIRMOUNT WATER WORKS,FAIRMOUNTWATERWORKS.ORG/SUPPORT/,3,40148,40148,1998,,-75.18616,39.9708,640 WATERWORKS DR,PHILADELPHIA,PA,19131-0901,19131,
8404201689,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A82,813211,CARLOS ALZUETA MEMORIAL FUND WELLS FARGO BANKNA TRUSTEE,THE CARLOS ALZUETA MEMORIAL FUND WELLS FARGO BANKNA TRUSTEE,,THE CARLOS ALZUETA MEMORIAL FUND WELLS FARGO BANKNA TRUSTEE,WWW.WFHM.COM/LOANS/METROBUILDERPABRANCHPA/INDEX.PAGE,4,264818,,1997,,-80.24402,36.09862,1 W 4TH ST 4TH FL,WINSTON SALE,NC,27101-3818,27101,
8404201690,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,A11,,SANTA BARBARA HISTORICAL SOCIETY,SANTA BARBARA HISTORICAL SOCIETY ENDOWMENT FUND,,,,4,423656,59050,1972,,-80.24443,36.09848,1 W 4TH ST 4TH FL MAC D4,WINSTON SALE,NC,27101-3818,27101,
8404201729,image/jpeg,pma.jpg,Historical Societies / Historic Preservation,,,,INDEPENDENCE NATIONAL HISTORICAL PARK,INDEPENDENCE NATIONAL HISTORICAL PARK,,,,,,,,,-75.14607,39.94796,143 S 3RD STREET,PHILADELPHIA,PA,19106,19106,NPS
